Student_ID,Gender,Department,Study_Hours,Sleep_Duration,Work_Life_Balance
1282,Female,Science,0.6,8.8,0.07
1283,Male,Business,5.9,7.4,0.8
1284,Female,Medical,1.1,4,0.28
1285,Female,Medical,7.2,7.9,0.91
1286,Male,Medical,5.1,7.3,0.7
1287,Female,Business,7.1,7.2,0.99
1288,Female,Medical,6.2,7.4,0.84
1289,Male,Medical,3.4,7.8,0.44
1290,Female,Business,4.3,6.4,0.67
1291,Male,Engineering,2.8,8.3,0.34
1292,Female,Medical,4.5,6.2,0.73
1293,Female,Medical,0,9,0
1294,Female,Arts,3.7,7,0.53
1295,Male,Business,4.9,7.3,0.67
1296,Male,Medical,6,7.4,0.81
1297,Female,Science,0.7,5.8,0.12
1298,Female,Arts,5.5,6.3,0.87
1299,Female,Science,5.5,5.9,0.93
1300,Female,Engineering,2.8,6.9,0.41
1301,Female,Medical,1.5,7.6,0.2
1302,Male,Science,6.1,7.1,0.86
1303,Female,Engineering,2.2,7.1,0.31
1304,Male,Arts,5,6.7,0.75
1305,Male,Medical,5.1,7.5,0.68
1306,Male,Arts,2.6,6.7,0.39
1307,Male,Engineering,2.5,4,0.62
1308,Female,Medical,0.9,7.1,0.13
1309,Male,Engineering,6,5,1.2
1310,Male,Medical,6.1,7.5,0.81
1311,Female,Arts,5.6,8,0.7
1312,Female,Medical,4.1,7.5,0.55
1313,Female,Engineering,4.4,7.4,0.59
1314,Male,Arts,3.3,4.6,0.72
1315,Female,Medical,3.5,6.4,0.55
1316,Female,Engineering,7.9,7.3,1.08
1317,Male,Science,4.1,4.9,0.84
1318,Female,Engineering,5.5,7.9,0.7
1319,Female,Engineering,2.3,5.1,0.45
1320,Female,Engineering,2.4,9,0.27
1321,Female,Business,4.6,5,0.92
1322,Female,Arts,2.7,7.2,0.38
1323,Male,Engineering,6.1,6.8,0.9
1324,Female,Business,4.4,6.4,0.69
1325,Female,Arts,0.1,5.7,0.02
1326,Female,Arts,3,9.1,0.33
1327,Female,Business,1.5,5.6,0.27
1328,Male,Medical,1.1,6.9,0.16
1329,Female,Engineering,7,6.9,1.01
1330,Male,Business,5.5,6.7,0.82
1331,Male,Arts,8.2,7,1.17
1332,Male,Engineering,5.6,7.3,0.77
1333,Male,Science,3.4,4.8,0.71
1334,Female,Science,4.2,8.3,0.51
1335,Female,Business,3.1,6.1,0.51
1336,Male,Engineering,5.3,6.7,0.79
1337,Female,Arts,1.2,4.6,0.26
1338,Male,Engineering,3.7,6.1,0.61
1339,Male,Medical,6.2,6.8,0.91
1340,Female,Business,4.7,6.6,0.71
1341,Female,Medical,4.7,8.5,0.55
1342,Female,Business,0,6.6,0
1343,Female,Arts,6.4,8.4,0.76
1344,Female,Medical,1.5,5.2,0.29
1345,Female,Business,3.7,8.5,0.44
1346,Male,Arts,4,9,0.44
1347,Female,Medical,4.5,6.5,0.69
1348,Male,Engineering,3.7,6,0.62
1349,Female,Arts,7.2,5.9,1.22
1350,Female,Business,5.3,8.8,0.6
1351,Female,Engineering,4.1,6,0.68
1352,Female,Arts,2.7,9.5,0.28
1353,Female,Engineering,4.1,7.2,0.57
1354,Male,Business,1.6,4.5,0.36
1355,Male,Medical,2.1,8.5,0.25
1356,Male,Arts,9.3,5.1,1.82
1357,Male,Arts,5.2,7.9,0.66
1358,Male,Engineering,9.3,9.1,1.02
1359,Female,Engineering,2.6,8.6,0.3
1360,Female,Business,5.3,8.4,0.63
1361,Female,Medical,1.5,9.1,0.16
1362,Male,Medical,6.8,7.8,0.87
1363,Male,Medical,6.2,6.9,0.9
1364,Male,Science,6,6.6,0.91
1365,Female,Engineering,1.6,8.3,0.19
1366,Male,Medical,1.4,6.9,0.2
1367,Male,Medical,5.9,9,0.66
1368,Male,Arts,4.7,7,0.67
1369,Female,Arts,6.7,4.9,1.37
1370,Female,Business,5.3,8.4,0.63
1371,Male,Business,0.4,5.8,0.07
1372,Female,Engineering,6.5,9.2,0.71
1373,Female,Medical,6.7,8.7,0.77
1374,Male,Medical,6.4,8,0.8
1375,Male,Engineering,6.6,5.6,1.18
1376,Male,Medical,5.6,9.3,0.6
1377,Female,Engineering,6.6,5.4,1.22
1378,Female,Science,5,6.8,0.74
1379,Female,Medical,7.1,7.8,0.91
1380,Female,Science,1.5,8.1,0.19
1381,Male,Engineering,4.3,7,0.61
1382,Female,Business,5,8.2,0.61
1383,Male,Arts,7.3,9.2,0.79
1384,Male,Science,1.2,7.4,0.16
1385,Male,Arts,2.8,6.6,0.42
1386,Male,Medical,4.7,7.3,0.64
1387,Male,Engineering,2.2,7.7,0.29
1388,Male,Business,8,7,1.14
1389,Female,Arts,9.7,7.5,1.29
1390,Male,Medical,1.9,7.3,0.26
1391,Female,Science,5.6,5.6,1
1392,Female,Arts,5.1,4.9,1.04
1393,Male,Medical,3.4,6.8,0.5
1394,Female,Science,6.7,6,1.12
1395,Female,Science,2.7,4.1,0.66
1396,Male,Arts,2.4,8.7,0.28
1397,Male,Medical,4.8,7.2,0.67
1398,Female,Business,1.3,8.2,0.16
1399,Female,Arts,6.7,8.4,0.8
1400,Male,Arts,3.9,6.9,0.57
1401,Male,Engineering,8.5,7.9,1.08
1402,Male,Medical,4.2,8.5,0.49
1403,Female,Science,2.9,5.5,0.53
1404,Female,Medical,4.9,8.6,0.57
1405,Female,Engineering,6.1,7.7,0.79
1406,Male,Medical,3.3,6.1,0.54
1407,Female,Arts,5.4,7.5,0.72
1408,Female,Arts,4,4.6,0.87
1409,Female,Engineering,8.3,6.4,1.3
1410,Female,Arts,7.2,8.2,0.88
1411,Male,Medical,8.7,4.4,1.98
1412,Male,Science,6.6,6.3,1.05
1413,Female,Science,3.6,7.2,0.5
1414,Female,Science,3.8,7.6,0.5
1415,Female,Arts,2.9,7.6,0.38
1416,Female,Engineering,9.2,6.3,1.46
1417,Male,Medical,3.1,7.7,0.4
1418,Female,Arts,3.1,7.9,0.39
1419,Female,Arts,3.7,4.9,0.76
1420,Female,Science,6.1,7,0.87
1421,Male,Science,7.2,8.6,0.84
1422,Male,Medical,4.5,7,0.64
1423,Male,Medical,6.2,7.2,0.86
1424,Female,Arts,5,6.6,0.76
1425,Female,Science,8.5,8.7,0.98
1426,Female,Science,4.8,5.1,0.94
1427,Male,Science,4.2,5.5,0.76
1428,Male,Science,4.5,7.5,0.6
1429,Female,Business,4.7,8.3,0.57
1430,Male,Science,3.4,8.5,0.4
1431,Female,Business,6.8,8.2,0.83
1432,Female,Medical,5.4,8.2,0.66
1433,Female,Engineering,8,6.5,1.23
1434,Male,Science,2,6.9,0.29
1435,Male,Arts,5.4,6.4,0.84
1436,Female,Business,5.4,6.3,0.86
1437,Male,Arts,2.9,5.7,0.51
1438,Female,Arts,3.3,5.8,0.57
1439,Male,Business,3.8,6.8,0.56
1440,Male,Science,6.7,6.3,1.06
1441,Male,Medical,0.9,4.6,0.2
1442,Male,Medical,3.4,8.4,0.4
1443,Male,Science,2.5,6,0.42
1444,Male,Medical,2.8,8.9,0.31
1445,Female,Engineering,1.4,8.3,0.17
1446,Male,Science,0.4,6.2,0.06
1447,Male,Science,1.8,6.8,0.26
1448,Female,Science,3,7.3,0.41
1449,Male,Science,3.9,9.5,0.41
1450,Female,Science,4.7,4.4,1.07
1451,Male,Business,5.6,7.4,0.76
1452,Male,Arts,3.5,5,0.7
1453,Male,Engineering,1.5,6.6,0.23
1454,Male,Science,5.4,7.8,0.69
1455,Female,Engineering,4,5.9,0.68
1456,Female,Business,2.7,7.9,0.34
1457,Female,Business,4.9,6.4,0.77
1458,Male,Medical,6.2,5.9,1.05
1459,Male,Arts,7,6.1,1.15
1460,Male,Medical,5.8,7,0.83
1461,Female,Arts,1.7,8.5,0.2
1462,Male,Engineering,3.9,7.2,0.54
1463,Female,Business,3.5,7.7,0.45
1464,Female,Medical,1.6,8.1,0.2
1465,Male,Medical,5.9,7.1,0.83
1466,Male,Business,6.6,7.7,0.86
1467,Male,Engineering,3.8,6.3,0.6
1468,Female,Medical,4.5,5.5,0.82
1469,Male,Science,2.3,6.9,0.33
1470,Female,Business,6.5,6.7,0.97
1471,Female,Business,6.7,4.8,1.4
1472,Female,Science,4.7,6.2,0.76
1473,Female,Medical,4.5,3.1,1.45
1474,Female,Medical,5.7,9.1,0.63
1475,Male,Arts,2.8,7.4,0.38
1476,Female,Engineering,6.5,5.9,1.1
1477,Male,Business,4.4,7.3,0.6
1478,Male,Engineering,3.5,3.2,1.09
1479,Female,Business,7.2,6.4,1.12
1480,Female,Arts,2.6,7.7,0.34
1481,Female,Medical,1.8,8.1,0.22
1482,Female,Science,4.7,10.6,0.44
1483,Male,Science,6.4,5.4,1.19
1484,Female,Medical,3.9,7.8,0.5
1485,Female,Arts,3.6,9.5,0.38
1486,Female,Arts,3.7,5.6,0.66
1487,Female,Science,0.5,7.9,0.06
1488,Male,Medical,8.6,4.3,2
1489,Female,Arts,6.5,9,0.72
1490,Female,Engineering,4.3,5.9,0.73
1491,Female,Medical,5.2,5.6,0.93
1492,Male,Medical,3.4,7,0.49
1493,Male,Arts,4.1,7.5,0.55
1494,Female,Science,4.4,7.1,0.62
1495,Male,Science,6.7,9,0.74
1496,Male,Medical,6.8,8.9,0.76
1497,Female,Engineering,6.9,8.2,0.84
1498,Female,Arts,7.1,4.9,1.45
1499,Female,Engineering,1.9,5.4,0.35
1500,Male,Medical,5.4,7.5,0.72
1501,Female,Science,1.8,5.1,0.35
1502,Female,Arts,3.4,6.5,0.52
1503,Female,Engineering,6.7,10.1,0.66
1504,Male,Medical,2.2,5.9,0.37
1505,Male,Arts,2.2,5.2,0.42
1506,Male,Business,5,6.5,0.77
1507,Male,Engineering,6.9,9,0.77
1508,Male,Business,3.6,5,0.72
1509,Female,Science,5,6,0.83
1510,Male,Arts,3.2,7.4,0.43
1511,Male,Business,3.9,5.7,0.68
1512,Female,Business,4.8,8.2,0.59
1513,Male,Medical,5.3,9.3,0.57
1514,Female,Science,7,7.2,0.97
1515,Female,Business,9.1,9.2,0.99
1516,Male,Science,4.2,6.4,0.66
1517,Male,Arts,4.1,8.2,0.5
1518,Male,Business,4,5.8,0.69
1519,Female,Science,5.7,5.8,0.98
1520,Female,Business,1.8,6.1,0.3
1521,Male,Arts,4.8,6.3,0.76
1522,Female,Engineering,3.3,9.7,0.34
1523,Female,Arts,5.4,6.4,0.84
1524,Male,Arts,3.1,6.3,0.49
1525,Male,Medical,3,5.5,0.55
1526,Female,Science,4.8,5.5,0.87
1527,Male,Engineering,3.6,6.1,0.59
1528,Female,Arts,5.4,10.6,0.51
1529,Female,Medical,3.3,6.4,0.52
1530,Female,Business,3.7,4.6,0.8
1531,Male,Arts,8.3,5.8,1.43
1532,Male,Arts,5.3,6.9,0.77
1533,Male,Arts,4.4,8.7,0.51
1534,Male,Business,5.7,6.5,0.88
1535,Male,Business,3.1,6.4,0.48
1536,Male,Engineering,5.2,4.8,1.08
1537,Male,Business,3.7,6.3,0.59
1538,Female,Engineering,0.7,8,0.09
1539,Female,Business,4,8.2,0.49
1540,Female,Business,6.8,6.5,1.05
1541,Male,Medical,4.8,8.2,0.59
1542,Male,Science,5.7,6.3,0.9
1543,Female,Arts,2.5,8.5,0.29
1544,Male,Medical,5.1,5.5,0.93
1545,Male,Engineering,3,8.9,0.34
1546,Female,Arts,4.1,6.2,0.66
1547,Female,Business,6.7,6.8,0.99
1548,Male,Engineering,4.9,8.2,0.6
1549,Male,Business,6.1,6.7,0.91
1550,Female,Science,5,9.4,0.53
1551,Male,Engineering,7.3,7.5,0.97
1552,Female,Medical,4,7.2,0.56
1553,Male,Medical,2,9.1,0.22
1554,Male,Business,0.6,7.5,0.08
1555,Female,Engineering,5.2,4.2,1.24
1556,Female,Science,0.8,7.2,0.11
1557,Female,Business,5.8,5.2,1.12
1558,Male,Engineering,6.4,7.9,0.81
1559,Female,Engineering,1.3,8.1,0.16
1560,Male,Medical,3,5.3,0.57
1561,Female,Engineering,4.8,7.4,0.65
1562,Male,Engineering,9,7.7,1.17
1563,Female,Medical,2.3,7.7,0.3
1564,Female,Engineering,1.6,4.9,0.33
1565,Female,Engineering,5.7,5.9,0.97
1566,Male,Engineering,4.7,9.3,0.51
1567,Female,Science,7.5,4.7,1.6
1568,Male,Business,2.1,7,0.3
1569,Female,Engineering,4.9,9.5,0.52
1570,Female,Medical,0.7,7.8,0.09
1571,Female,Engineering,3.1,9.6,0.32
1572,Female,Science,2.3,8.4,0.27
1573,Male,Engineering,7.4,7.9,0.94
1574,Female,Arts,2.8,4.9,0.57
1575,Male,Science,1.3,6.9,0.19
1576,Female,Medical,4.1,4.3,0.95
1577,Male,Engineering,2.4,6.1,0.39
1578,Male,Business,6.3,8.6,0.73
1579,Female,Arts,4.5,7.2,0.62
1580,Male,Medical,5.2,7.7,0.68
1581,Female,Medical,4.4,4.8,0.92
1582,Female,Arts,6,7.5,0.8
1583,Female,Arts,7.2,8.4,0.86
1584,Female,Medical,6.3,5.8,1.09
1585,Male,Arts,4.4,10.7,0.41
1586,Male,Science,8.4,6,1.4
1587,Female,Engineering,5,6,0.83
1588,Female,Science,4.2,7,0.6
1589,Female,Science,5.2,6.1,0.85
1590,Male,Medical,4.9,5.8,0.84
1591,Male,Business,2.4,5.9,0.41
1592,Female,Medical,7.3,7,1.04
1593,Male,Arts,6.8,6.3,1.08
1594,Male,Medical,4,8.8,0.45
1595,Male,Business,6.5,5.7,1.14
1596,Female,Engineering,6.3,9.4,0.67
1597,Female,Science,1.7,9.8,0.17
1598,Male,Medical,6.2,7.2,0.86
1599,Male,Business,4.2,6.7,0.63
1600,Female,Business,3.2,6,0.53
1601,Female,Medical,2.2,6.4,0.34
1602,Female,Science,5,4.4,1.14
1603,Female,Science,4.3,4.9,0.88
1604,Male,Arts,7.3,8.5,0.86
1605,Male,Arts,3.9,6.3,0.62
1606,Male,Engineering,5,7.8,0.64
1607,Male,Engineering,3.6,7.5,0.48
1608,Female,Medical,4.5,8.5,0.53
1609,Female,Business,5.4,5.5,0.98
1610,Male,Arts,5.1,8.7,0.59
1611,Female,Arts,2.2,6.7,0.33
1612,Female,Business,4,4.1,0.98
1613,Female,Arts,1.4,5.7,0.25
1614,Female,Medical,4.1,8.9,0.46
1615,Female,Arts,5.3,8.1,0.65
1616,Female,Medical,4.8,8.4,0.57
1617,Female,Engineering,4.1,5.4,0.76
1618,Male,Business,7.1,6.6,1.08
1619,Male,Science,2.9,5.6,0.52
1620,Male,Engineering,3.8,7,0.54
1621,Male,Science,2.9,5.6,0.52
1622,Female,Business,3.3,7.7,0.43
1623,Male,Business,5.1,6.6,0.77
1624,Female,Science,2.2,9.6,0.23
1625,Male,Business,7,7.2,0.97
1626,Female,Science,0,7,0
1627,Female,Business,2.5,7.6,0.33
1628,Female,Arts,7,8.2,0.85
1629,Female,Medical,6.1,3,2.03
1630,Female,Arts,2.4,5.9,0.41
1631,Male,Medical,2.5,7.9,0.32
1632,Male,Medical,3.2,5.4,0.59
1633,Female,Business,5.1,8.6,0.59
1634,Female,Medical,5,6.8,0.74
1635,Female,Business,6.1,7.6,0.8
1636,Male,Medical,2.6,6.7,0.39
1637,Female,Engineering,4.4,7.2,0.61
1638,Female,Engineering,1.8,7.5,0.24
1639,Male,Arts,2,6.4,0.31
1640,Male,Engineering,0.9,6.9,0.13
1641,Female,Engineering,3,6.3,0.48
1642,Male,Business,5.2,9.6,0.54
1643,Female,Business,4.5,7.8,0.58
1644,Male,Engineering,4.8,9.1,0.53
1645,Female,Business,4.4,6.5,0.68
1646,Male,Medical,4.6,7.3,0.63
1647,Female,Science,4.7,8.6,0.55
1648,Female,Business,4.4,6.7,0.66
1649,Male,Arts,3.9,7.9,0.49
1650,Female,Medical,6.6,8.2,0.8
1651,Female,Medical,8.3,5.1,1.63
1652,Female,Medical,3.1,7.1,0.44
